code_blocks_index,kernel_id,code_block_id,predicted_smell,additional_smells
420,29148454,75,0,['Magic Numbers']
421,29148454,76,0,[]
422,29148454,77,0,[]
423,29148454,78,0,[]
424,29148454,79,0,[]
425,29148454,80,0,[]
426,28395914,0,1,['Long Method']
427,28395914,1,1,[]
428,28395914,2,0,['Long Method']
429,28395914,3,0,['Long Method']
430,28395914,4,0,['Long Method']
431,28395914,5,0,['Long Method']
432,28395914,6,0,['Long Method']
433,28395914,7,0,[]
434,28577122,0,1,"['Long Method', 'Complex Conditions']"
435,28577122,1,1,"['Long Method', 'Magic Numbers']"
436,28577122,2,0,[]
437,28577122,3,0,['Magic Numbers']
438,28577122,4,0,['Magic Numbers']
439,28577122,5,0,['Magic Numbers']
440,28577122,6,0,['Long Method']
441,28577122,7,0,['Magic Numbers']
442,28577122,8,0,['Magic Numbers']
443,28577122,9,0,['Magic Numbers']
444,28577122,10,0,['Long Method']
445,28577122,11,0,['Long Method']
446,28577122,12,0,['Long Method']
447,28577122,13,0,['Magic Numbers']
448,28577122,14,0,[]
449,28577122,15,0,['Magic Numbers']
450,28577122,16,0,[]
451,28577122,17,0,"['Long Method', 'Complex Conditions']"
452,28577122,18,0,['Magic Numbers']
453,28577122,19,0,['Long Method']
454,28577122,20,0,['Magic Numbers']
455,28577122,21,0,[]
456,28577122,22,0,['Complex Conditions']
457,28577122,23,0,['Complex Conditions']
458,28577122,24,0,['Complex Conditions']
459,28577122,25,0,[]
460,28577122,26,0,[]
461,28577122,27,0,[]
462,28577122,28,0,[]
463,28577122,29,0,[]
464,28577122,30,0,[]
465,28577122,31,0,[]
466,28577122,32,0,"['Long Method', 'Magic Numbers']"
467,28577122,33,0,"['Long Method', 'Magic Numbers']"
468,28577122,34,0,"['Long Method', 'Magic Numbers']"
469,28577122,35,0,[]
470,28577122,36,0,['Long Method']
471,28577122,37,0,['Long Method']
472,28577122,38,0,['Magic Numbers']
473,28577122,39,0,[]
474,28577122,40,0,[]
475,28577122,41,0,['Long Method']
476,28577122,42,0,[]
477,28577122,43,0,['Long Method']
478,28577122,44,0,"['Long Method', 'Magic Numbers']"
479,28577122,45,0,['Long Method']
480,28577122,46,0,['Magic Numbers']
481,28577122,47,0,[]
482,28577122,48,0,[]
483,28722761,0,1,"['Long Method', 'Magic Numbers']"
484,28722761,1,1,"['Long Method', 'Complex Conditions']"
485,28722761,2,0,"['Long Method', 'Complex Conditions']"
486,28722761,3,0,['Long Method']
487,28722761,4,0,['Magic Numbers']
488,28722761,5,0,['Magic Numbers']
489,28722761,6,0,['Long Method']
490,28722761,7,0,['Long Method']
491,28722761,8,0,['Magic Numbers']
492,28722761,9,0,['Magic Numbers']
493,28722761,10,0,['Long Method']
494,28722761,11,0,"['Long Method', 'Complex Conditions']"
495,28722761,12,0,['Long Method']
496,28722761,13,0,"['Long Method', 'Complex Conditions']"
497,28722761,14,0,"['Long Method', 'Too Many Arguments']"
498,28722761,15,0,['Magic Numbers']
499,28722761,16,0,['Magic Numbers']
500,28722761,17,0,[]
501,28722761,18,0,['Magic Numbers']
502,28722761,19,0,[]
503,28722761,20,0,[]
504,28722761,21,0,[]
505,29100312,0,1,"['Long Method', 'Complex Conditions']"
506,29100312,1,0,"['Long Method', 'Complex Conditions']"
507,29100312,2,1,[]
508,29100312,3,0,['Magic Numbers']
509,29100312,4,0,['Long Method']
510,29100312,5,0,['Long Method']
511,29100312,6,0,['Long Method']
512,29100312,7,1,[]
513,29100312,8,0,[]
514,29100312,9,0,['Long Method']
515,29100312,10,0,['Long Method']
516,29100312,11,0,[]
517,29100312,12,0,[]
518,29100312,13,0,['Long Method']
519,29100312,14,0,[]
520,29100312,15,0,[]
521,29100312,16,0,[]
522,29100312,17,0,['Long Method']
523,29100312,18,0,['Long Method']
524,29100312,19,0,['Long Method']
525,29100312,20,0,['Long Method']
526,29100312,21,0,[]
527,29100312,22,0,[]
528,29100312,23,0,[]
529,29100312,24,0,['Long Method']
530,29100312,25,0,[]
531,29100312,26,0,"['Long Method', 'Magic Numbers']"
532,29100312,27,0,"['Long Method', 'Magic Numbers']"
533,29100312,28,0,['Magic Numbers']
534,29100312,29,0,[]
535,29100312,30,0,[]
536,29100312,31,0,['Long Method']
537,29100312,32,0,[]
538,29100312,33,0,[]
539,29100312,34,0,['Long Method']
540,29100312,35,0,['Magic Numbers']
541,29100312,36,0,"['Magic Numbers', 'Complex Conditions']"
542,29100312,37,0,"['Magic Numbers', 'Complex Conditions']"
543,29100312,38,0,['Complex Conditions']
544,29100312,39,0,[]
545,29100312,40,0,"['Long Method', 'Too Many Arguments']"
546,29100312,41,0,"['Long Method', 'Magic Numbers']"
547,29100312,42,0,[]
548,29100312,43,0,[]
549,29100312,44,0,[]
550,29100312,45,0,[]
551,29100312,46,0,[]
552,29100312,47,0,[]
553,29100312,48,0,[]
554,29100312,49,0,[]
555,29100312,50,0,[]
556,29100312,51,0,[]
557,29100312,52,0,[]
558,29100312,53,0,[]
559,29100312,54,0,[]
560,29100312,55,0,[]
561,29100312,56,0,[]
562,29100312,57,0,[]
563,29100312,58,0,[]
564,29100312,59,0,[]
565,29100312,60,0,[]
566,29100312,61,0,[]
567,29100312,62,0,[]
568,29100312,63,0,[]
569,29100312,64,0,[]
570,29100312,65,0,[]
571,29100312,66,0,[]
572,35177928,0,1,"['Long Method', 'Complex Conditions']"
573,35177928,1,1,"['Long Method', 'Complex Conditions']"
574,35177928,2,1,[]
575,35177928,3,0,[]
576,35177928,4,0,[]
577,35177928,5,0,[]
578,35177928,6,0,['Magic Numbers']
579,35177928,7,0,[]
580,35177928,8,0,[]
581,35177928,9,0,['Magic Numbers']
582,35177928,10,0,[]
583,35177928,11,0,[]
584,35177928,12,0,['Magic Numbers']
585,35177928,13,0,['Magic Numbers']
586,35177928,14,0,['Magic Numbers']
587,35177928,15,0,['Magic Numbers']
588,35177928,16,0,['Magic Numbers']
589,35177928,17,0,['Magic Numbers']
590,35177928,18,0,[]
591,35177928,19,0,"['Long Method', 'Complex Conditions']"
592,35177928,20,0,['Magic Numbers']
593,35177928,21,0,"['Long Method', 'Complex Conditions']"
594,35177928,22,0,['Magic Numbers']
595,35177928,23,0,"['Long Method', 'Complex Conditions']"
596,35177928,24,0,['Magic Numbers']
597,35177928,25,0,"['Long Method', 'Complex Conditions']"
598,35177928,26,0,['Magic Numbers']
599,35177928,27,0,"['Long Method', 'Complex Conditions']"
600,35177928,28,0,['Magic Numbers']
601,35177928,29,0,"['Long Method', 'Complex Conditions']"
602,35177928,30,0,['Magic Numbers']
603,35177928,31,0,['Magic Numbers']
604,35177928,32,0,"['Long Method', 'Too Many Arguments']"
605,35177928,33,0,[]
606,35177928,34,0,[]
607,35177928,35,0,"['Long Method', 'Magic Numbers']"
608,35177928,36,0,['Magic Numbers']
609,35177928,37,0,[]
610,35177928,38,0,[]
611,35177928,39,0,[]
612,35177928,40,0,"['Magic Numbers', 'Complex Conditions']"
613,35177928,41,1,[]
614,35177928,42,0,[]
615,35177928,43,0,[]
616,35177928,44,0,[]
617,35177928,45,0,['Magic Numbers']
618,35177928,46,0,"['Magic Numbers', 'Complex Conditions']"
619,35177928,47,0,"['Magic Numbers', 'Complex Conditions']"
620,35177928,48,1,[]
621,35177928,49,0,[]
622,35177928,50,0,[]
623,35177928,51,0,['Magic Numbers']
624,35177928,52,0,[]
625,35177928,53,0,"['Magic Numbers', 'Complex Conditions']"
626,35177928,54,0,"['Long Method', 'Too Many Arguments']"
627,35177928,55,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
628,35177928,56,0,['Complex Conditions']
629,35177928,57,0,[]
630,35177928,58,1,[]
631,35177928,59,0,[]
632,35177928,60,0,['Magic Numbers']
633,35177928,61,1,[]
634,35177928,62,0,['Magic Numbers']
635,35177928,63,0,[]
636,35177928,64,0,['Magic Numbers']
637,35177928,65,0,[]
638,35177928,66,0,[]
639,35177928,67,0,['Magic Numbers']
640,35177928,68,0,[]
641,35177928,69,0,[]
642,29626958,0,0,"['Long Method', 'Complex Conditions']"
643,29626958,1,0,[]
644,29626958,2,1,[]
645,29626958,3,1,[]
646,29626958,4,0,"['Long Method', 'Magic Numbers']"
647,29626958,5,0,[]
648,29626958,6,0,[]
649,29626958,7,0,['Duplicate Code']
650,29626958,8,0,"['Long Method', 'Complex Conditions']"
651,29626958,9,0,['Long Method']
652,29626958,10,0,"['Long Method', 'Magic Numbers', 'Complex Conditions']"
653,29626958,11,0,[]
654,29626958,12,1,"['Long Method', 'Magic Numbers']"
655,29626958,13,0,"['Long Method', 'Complex Conditions']"
656,29626958,14,0,"['Long Method', 'Complex Conditions']"
657,29626958,15,0,[]
658,29626958,16,0,"['Magic Numbers', 'Complex Conditions']"
659,29626958,17,0,"['Long Method', 'Complex Conditions']"
660,29626958,18,0,"['Long Method', 'Complex Conditions']"
661,29626958,19,0,[]
662,28701986,0,1,"['Long Method', 'Complex Conditions']"
663,28701986,1,0,['Magic Numbers']
664,28701986,2,1,"['Long Method', 'Complex Conditions']"
665,28701986,3,0,[]
666,28701986,4,0,['Complex Conditions']
667,28701986,5,0,"['Magic Numbers', 'Complex Conditions']"
668,28701986,6,1,['Complex Conditions']
669,28701986,7,0,[]
670,28701986,8,0,[]
671,28701986,9,0,['Magic Numbers']
672,28701986,10,0,[]
673,28701986,11,0,[]
674,28701986,12,1,[]
675,28701986,13,0,['Magic Numbers']
676,28701986,14,0,[]
677,28701986,15,0,[]
678,28701986,16,0,[]
679,28701986,17,0,[]
680,28701986,18,0,['Complex Conditions']
681,28701986,19,0,[]
682,28701986,20,0,[]
683,28701986,21,0,[]
684,28701986,22,0,[]
685,28701986,23,0,['Magic Numbers']
686,28701986,24,0,[]
687,28701986,25,0,[]
688,28701986,26,0,"['Long Method', 'Magic Numbers', 'Too Many Arguments']"
689,28701986,27,0,"['Long Method', 'Too Many Arguments', 'Complex Conditions']"
690,28701986,28,0,[]
691,28701986,29,0,['Magic Numbers']
692,28701986,30,0,[]
693,28701986,31,0,['Magic Numbers']
694,28701986,32,0,[]
695,28701986,33,0,"['Magic Numbers', 'Too Many Arguments']"
696,28701986,34,0,[]
697,28701986,35,0,['Magic Numbers']
698,28701986,36,0,['Magic Numbers']
699,28701986,37,0,"['Magic Numbers', 'Too Many Arguments']"
700,28701986,38,0,['Magic Numbers']
701,28701986,39,0,['Magic Numbers']
702,28701986,40,0,['Magic Numbers']
703,28701986,41,0,[]
704,28701986,42,0,[]
705,28701986,43,0,['Magic Numbers']
706,28701986,44,0,[]
707,28701986,45,0,[]
708,28701986,46,0,"['Long Method', 'Magic Numbers']"
709,28701986,47,0,['Magic Numbers']
710,28701986,48,1,[]
711,28701986,49,0,[]
712,28701986,50,0,['Long Method']
713,28701986,51,0,"['Magic Numbers', 'Too Many Arguments']"
714,28701986,52,0,[]
715,28701986,53,0,[]
716,28701986,54,0,[]
717,28701986,55,0,['Magic Numbers']
718,28701986,56,0,['Magic Numbers']
719,28701986,57,0,[]
720,28701986,58,1,[]
721,28701986,59,0,[]
722,28701986,60,0,['Magic Numbers']
723,28701986,61,1,[]
724,28701986,62,0,[]
725,28701986,63,0,"['Long Method', 'Magic Numbers']"
726,28701986,64,0,[]
727,28701986,65,0,['Magic Numbers']
728,28701986,66,0,['Magic Numbers']
729,28701986,67,0,['Magic Numbers']
730,28701986,68,0,['Magic Numbers']
731,28701986,69,0,[]
732,28701986,70,0,[]
733,28701986,71,0,[]
734,28701986,72,0,"['Long Method', 'Magic Numbers', 'Too Many Arguments']"
735,28701986,73,0,[]
736,28701986,74,0,[]
737,28701986,75,0,[]
738,28701986,76,0,[]
739,28701986,77,0,[]
740,28701986,78,1,[]
741,28701986,79,0,[]
742,28701986,80,1,['Complex Conditions']
743,28701986,81,0,[]
744,28701986,82,0,[]
745,28701986,83,0,['Magic Numbers']
746,28701986,84,0,[]
747,28701986,85,0,[]
748,28701986,86,0,[]
749,28701986,87,0,"['Long Method', 'Magic Numbers', 'Too Many Arguments']"
